,LSOA2011,income score,employment score,"education, skills and training score",barriers to housing and services score
605,E01000619,0.137,0.073,16.369,39.898
606,E01000620,0.118,0.075,18.942,43.829
607,E01000621,0.128,0.072,20.958,46.168
608,E01000622,0.14,0.079,22.624,59.308
609,E01000623,0.1,0.054,12.394,36.046
610,E01000624,0.128,0.072,16.229,39.864
611,E01000625,0.142,0.076,14.864,47.781
612,E01000626,0.273,0.167,29.765,54.369
613,E01000627,0.2,0.129,28.942,53.257
614,E01000628,0.183,0.121,22.309,48.899
615,E01000629,0.086,0.06,19.783,34.59
616,E01000630,0.154,0.108,17.187,51.409
617,E01000631,0.094,0.046,15.943,41.858
618,E01000632,0.096,0.05,27.807,39.775
619,E01000633,0.125,0.054,26.372,48.212
620,E01000634,0.128,0.065,15.014,54.914
621,E01000635,0.163,0.091,15.302,49.107
622,E01000636,0.097,0.058,18.776,38.624
623,E01000637,0.152,0.102,16.145,34.65
624,E01000638,0.167,0.094,20.905,40.449
625,E01000639,0.129,0.07,11.402,40.339
626,E01000640,0.173,0.095,21.772,41.478
627,E01000641,0.196,0.122,21.339,37.477
628,E01000642,0.177,0.101,11.851,42.792
629,E01000643,0.317,0.23,20.506,47.559
630,E01000644,0.171,0.099,9.296,38.539
631,E01000645,0.011,0.01,0.534,27.338
632,E01000646,0.068,0.053,2.155,23.385
633,E01000647,0.054,0.035,5.188,20.155
634,E01000648,0.052,0.042,3.883,22.345
635,E01000649,0.068,0.05,2.027,31.581
636,E01000650,0.073,0.056,1.192,38.129
637,E01000651,0.069,0.041,2.014,36.719
638,E01000652,0.037,0.029,3.905,25.694
639,E01000653,0.048,0.057,3.599,34.803
640,E01000654,0.049,0.038,18.375,25.516
641,E01000655,0.047,0.037,18.763,35.794
642,E01000656,0.046,0.04,13.805,16.67
643,E01000657,0.096,0.066,14.077,20.033
644,E01000658,0.048,0.048,12.964,20.191
645,E01000659,0.05,0.046,13.743,24.16
646,E01000661,0.256,0.146,31.712,47.291
647,E01000662,0.118,0.084,16.778,31.464
648,E01000663,0.125,0.091,12.477,34.357
649,E01000664,0.1,0.073,15.782,42.084
650,E01000665,0.066,0.064,11.57,30.146
651,E01000666,0.03,0.03,6.052,29.012
652,E01000667,0.029,0.035,5.326,32.898
653,E01000668,0.08,0.049,5.685,19.259
654,E01000669,0.062,0.052,6.486,19.408
655,E01000670,0.038,0.028,0.891,29.238
656,E01000671,0.068,0.053,3.379,29.784
657,E01000672,0.048,0.039,3.583,26.161
658,E01000673,0.052,0.044,3.965,30.468
659,E01000674,0.106,0.057,4.842,26.147
660,E01000675,0.062,0.053,1.581,25.504
661,E01000676,0.142,0.09,7.182,29.897
662,E01000677,0.055,0.033,3.59,32.079
663,E01000678,0.056,0.047,3.506,31.369
664,E01000679,0.049,0.042,5.647,20.543
665,E01000680,0.039,0.034,6.699,37.116
666,E01000681,0.014,0.019,4.971,17.293
667,E01000682,0.029,0.03,4.49,19.226
668,E01000683,0.077,0.076,7.182,30.164
669,E01000684,0.022,0.027,2.82,25.053
670,E01000685,0.096,0.08,14.175,18.592
671,E01000686,0.07,0.043,4.859,22.926
672,E01000687,0.064,0.042,4.928,17.999
673,E01000688,0.028,0.024,2.222,15.104
674,E01000689,0.144,0.103,15.501,33.96
675,E01000690,0.042,0.035,4.034,20.212
676,E01000691,0.114,0.073,11.407,21.036
677,E01000692,0.051,0.031,4.654,17.803
678,E01000693,0.044,0.044,4.516,37.659
679,E01000694,0.057,0.048,3.536,26.788
680,E01000695,0.044,0.037,2.897,25.709
681,E01000696,0.024,0.026,0.792,27.035
682,E01000697,0.022,0.016,0.544,24.506
683,E01000698,0.034,0.038,5.447,40.967
684,E01000699,0.14,0.09,17.843,25.725
685,E01000700,0.093,0.079,7.351,24.585
686,E01000701,0.1,0.067,6.041,23.007
687,E01000702,0.054,0.046,3.842,24.565
688,E01000703,0.058,0.046,1.038,23.123
689,E01000704,0.067,0.052,7.533,20.616
690,E01000705,0.103,0.085,4.872,28.845
691,E01000706,0.106,0.079,10.429,30.076
692,E01000707,0.024,0.028,1.97,9.861
693,E01000708,0.049,0.047,4.864,20.706
694,E01000709,0.105,0.08,9.424,31.908
695,E01000710,0.066,0.035,3.489,31.06
696,E01000711,0.073,0.043,8.969,33.96
697,E01000712,0.04,0.03,3.032,26.89
698,E01000713,0.043,0.04,3.183,31.677
699,E01000714,0.064,0.043,7.873,24.076
700,E01000715,0.041,0.038,1.911,21.095
701,E01000716,0.066,0.046,1.618,24.673
702,E01000717,0.06,0.042,2.838,31.176
703,E01000718,0.175,0.112,16.831,45.21
704,E01000719,0.171,0.1,22.042,30.158
705,E01000720,0.282,0.159,38.949,48.836
706,E01000721,0.301,0.185,41.198,31.599
707,E01000722,0.156,0.103,26.349,20.289
708,E01000723,0.068,0.069,20.572,29.35
709,E01000724,0.231,0.149,37.704,36.32
710,E01000725,0.191,0.115,23.314,30.825
711,E01000726,0.089,0.077,12.719,20.199
712,E01000727,0.096,0.067,12.719,26.851
713,E01000728,0.126,0.1,23.681,28.573
714,E01000729,0.276,0.192,37.926,30.032
715,E01000730,0.287,0.189,36.726,39.288
716,E01000731,0.185,0.12,30.094,40.926
717,E01000732,0.104,0.078,11.339,27.23
718,E01000733,0.146,0.093,18.12,23.401
719,E01000734,0.082,0.061,11.502,29.127
720,E01000735,0.181,0.126,39.513,31.314
721,E01000736,0.151,0.107,25.394,29.127
722,E01000737,0.221,0.145,23.693,32.71
723,E01000738,0.117,0.089,18.316,24.607
724,E01000739,0.283,0.184,43.511,31.223
725,E01000740,0.162,0.09,11.122,38.502
726,E01000741,0.151,0.106,11.966,37.051
727,E01000742,0.16,0.092,8.838,39.099
728,E01000743,0.223,0.171,20.59,34.118
729,E01000744,0.301,0.196,29.492,38.555
730,E01000745,0.126,0.078,5.509,39.568
731,E01000746,0.115,0.066,10.56,32.942
732,E01000747,0.09,0.063,17.091,54.288
733,E01000748,0.037,0.037,12.772,45.766
734,E01000749,0.05,0.04,8.842,42.721
735,E01000750,0.201,0.167,29.238,45.523
736,E01000751,0.042,0.036,8.205,24.783
737,E01000752,0.058,0.05,7.71,19.2
738,E01000753,0.022,0.032,4.969,34.805
739,E01000754,0.047,0.033,5.669,31.041
740,E01000755,0.03,0.027,2.927,29.191
741,E01000756,0.034,0.025,3.93,20.226
742,E01000757,0.015,0.019,3.375,29.444
743,E01000758,0.02,0.022,1.591,22.708
744,E01000759,0.025,0.042,7.632,30.886
745,E01000760,0.042,0.033,8.165,34.33
746,E01000761,0.028,0.032,8.342,28.364
747,E01000762,0.055,0.039,3.552,28.715
748,E01000763,0.022,0.021,7.982,24.046
749,E01000764,0.08,0.069,9.744,27.445
750,E01000765,0.051,0.045,5.359,20.499
751,E01000766,0.021,0.031,3.939,15.996
752,E01000767,0.023,0.029,4.277,17.297
753,E01000768,0.048,0.048,2.122,30.654
754,E01000769,0.098,0.128,10.464,32.803
755,E01000770,0.036,0.029,1.008,20.137
756,E01000771,0.02,0.027,2.625,15.79
757,E01000772,0.045,0.025,1.747,20.563
758,E01000773,0.038,0.04,6.264,24.617
759,E01000774,0.057,0.044,10.949,20.234
760,E01000775,0.045,0.032,5.636,30.907
761,E01000777,0.038,0.034,5.817,28.744
762,E01000778,0.069,0.065,11.41,34.908
763,E01000779,0.086,0.064,8.0,19.952
764,E01000780,0.157,0.101,27.179,25.556
765,E01000781,0.252,0.16,38.769,32.388
766,E01000782,0.292,0.221,38.44,38.35
767,E01000783,0.208,0.125,40.461,29.262
768,E01000784,0.068,0.053,6.486,20.504
769,E01000785,0.229,0.153,28.8,25.988
770,E01000786,0.043,0.056,3.939,31.19
771,E01000787,0.133,0.108,25.004,26.887
772,E01000788,0.128,0.084,16.089,31.437
773,E01000789,0.287,0.176,39.884,32.05
774,E01000790,0.079,0.062,4.591,26.017
775,E01000791,0.053,0.058,10.176,24.617
776,E01000792,0.137,0.096,17.167,19.423
777,E01000793,0.025,0.03,2.845,22.872
778,E01000794,0.03,0.033,3.434,21.631
779,E01000795,0.107,0.086,10.186,27.711
780,E01000796,0.239,0.155,22.635,32.284
781,E01000797,0.055,0.065,2.98,26.769
782,E01000798,0.281,0.18,33.238,33.848
783,E01000799,0.116,0.092,8.123,24.677
784,E01000800,0.182,0.121,18.249,30.856
785,E01000801,0.115,0.089,13.786,26.417
786,E01000802,0.134,0.08,6.293,26.855
787,E01000803,0.116,0.08,6.858,29.781
788,E01000804,0.05,0.042,2.85,21.758
789,E01000805,0.133,0.074,14.848,24.544
790,E01000806,0.19,0.105,19.111,33.09
791,E01000807,0.039,0.039,3.444,20.096
792,E01000808,0.051,0.059,3.825,23.051
793,E01000809,0.027,0.031,4.96,21.159
794,E01000810,0.016,0.019,2.221,15.641
795,E01000811,0.031,0.031,4.496,19.643
796,E01000812,0.08,0.061,5.542,22.711
797,E01000813,0.029,0.031,5.801,11.115
798,E01000814,0.018,0.02,0.82,23.46
799,E01000815,0.012,0.015,2.391,17.665
800,E01000816,0.084,0.064,14.048,27.108
801,E01000818,0.066,0.057,10.096,32.846
802,E01000819,0.194,0.12,16.0,32.701
803,E01000820,0.138,0.127,6.868,22.748
804,E01000822,0.102,0.066,6.928,20.774
805,E01000823,0.062,0.056,1.878,24.928
806,E01000824,0.105,0.074,3.174,25.338
807,E01000825,0.103,0.089,7.188,30.078
808,E01000826,0.018,0.021,1.195,26.565
809,E01000827,0.05,0.033,3.404,23.338
810,E01000828,0.07,0.059,2.533,30.695
811,E01000829,0.049,0.036,3.389,24.94
812,E01000830,0.01,0.014,1.158,23.713
813,E01000831,0.068,0.05,1.485,28.185
814,E01000832,0.034,0.034,2.27,28.798
815,E01000833,0.02,0.018,2.366,19.925
816,E01000834,0.035,0.031,4.992,23.788
817,E01000835,0.069,0.042,6.224,18.217
818,E01000836,0.031,0.029,4.058,28.96
819,E01000837,0.062,0.069,6.417,24.588
820,E01000838,0.021,0.035,5.414,21.962
821,E01000839,0.014,0.021,3.032,23.505
822,E01000840,0.054,0.058,4.215,34.857
823,E01000841,0.035,0.034,5.334,17.592
824,E01000842,0.052,0.043,5.409,20.65
825,E01000843,0.124,0.054,5.168,22.127
826,E01000844,0.051,0.042,1.37,19.61
827,E01000845,0.078,0.051,4.754,16.422
828,E01000846,0.172,0.126,7.14,21.463
829,E01000847,0.153,0.089,6.343,20.913
830,E01000848,0.044,0.028,4.634,16.562
831,E01000849,0.042,0.029,11.132,18.64
832,E01000850,0.062,0.037,4.658,26.933
833,E01000851,0.043,0.03,6.938,25.463
834,E01000852,0.067,0.044,1.313,26.461
835,E01000853,0.226,0.177,11.128,21.208
836,E01000854,0.12,0.061,6.985,26.288
837,E01000855,0.048,0.038,5.262,29.218
838,E01000856,0.209,0.131,13.089,22.519
839,E01000857,0.134,0.088,2.695,16.043
840,E01000858,0.261,0.165,13.07,25.208
841,E01000859,0.05,0.044,3.367,16.506
842,E01000860,0.164,0.069,5.566,24.94
843,E01000861,0.177,0.129,4.645,25.48
844,E01000862,0.046,0.037,0.973,18.169
845,E01000863,0.158,0.137,12.966,27.059
846,E01000864,0.11,0.08,2.487,26.685
847,E01000865,0.061,0.046,2.631,21.308
848,E01000866,0.151,0.108,3.61,23.401
849,E01000867,0.22,0.122,21.635,24.804
850,E01000868,0.249,0.18,17.966,31.534
851,E01000869,0.162,0.102,5.687,23.231
852,E01000870,0.186,0.142,7.51,21.676
853,E01000871,0.107,0.065,4.36,18.764
854,E01000872,0.156,0.111,8.797,24.267
855,E01000873,0.073,0.052,8.386,14.565
856,E01000874,0.035,0.027,2.621,13.581
857,E01000875,0.158,0.101,13.15,22.716
858,E01000876,0.224,0.146,15.354,26.755
859,E01000877,0.083,0.065,4.782,17.507
860,E01000878,0.047,0.023,6.731,18.386
861,E01000879,0.037,0.028,3.902,15.674
862,E01000880,0.035,0.027,1.51,21.459
863,E01000881,0.094,0.061,11.726,22.955
864,E01000882,0.018,0.012,1.094,16.752
865,E01000883,0.05,0.028,1.81,23.195
866,E01000884,0.036,0.038,1.073,20.452
867,E01000885,0.037,0.022,6.521,24.559
868,E01000886,0.075,0.053,3.934,15.506
869,E01000887,0.09,0.068,6.057,18.071
870,E01000888,0.093,0.08,6.51,18.193
871,E01000889,0.229,0.169,24.407,18.763
872,E01000890,0.294,0.226,33.648,21.662
873,E01000891,0.277,0.19,29.554,26.18
874,E01000892,0.142,0.085,8.699,17.637
875,E01000893,0.037,0.033,1.183,18.764
876,E01000894,0.03,0.025,10.902,12.639
877,E01000895,0.087,0.044,5.145,15.151
878,E01000896,0.024,0.022,2.912,13.871
879,E01000897,0.03,0.028,1.759,11.872
880,E01000898,0.104,0.056,8.946,23.984
881,E01000899,0.013,0.01,3.102,12.864
882,E01000900,0.162,0.12,18.221,19.569
883,E01000901,0.248,0.155,25.217,22.769
884,E01000902,0.279,0.172,19.724,26.048
885,E01000903,0.157,0.089,3.72,18.249
886,E01000904,0.187,0.107,15.771,21.752
887,E01000905,0.291,0.171,24.836,22.68
888,E01000906,0.072,0.049,1.216,18.379
889,E01000907,0.236,0.184,19.066,21.115
890,E01000908,0.201,0.155,15.136,23.205
891,E01000909,0.079,0.071,2.89,16.668
892,E01000910,0.051,0.048,1.228,14.774
893,E01000911,0.156,0.103,5.247,16.959
894,E01000912,0.181,0.107,11.16,18.921
895,E01000913,0.023,0.032,1.617,17.109
896,E01000914,0.073,0.052,7.575,22.243
897,E01000915,0.195,0.11,13.757,23.662
898,E01000916,0.135,0.083,10.937,25.341
899,E01000917,0.278,0.193,19.078,22.324
900,E01000918,0.131,0.086,9.457,23.461
901,E01000919,0.116,0.08,10.534,23.423
902,E01000920,0.113,0.068,3.863,21.398
903,E01000921,0.086,0.061,3.194,22.053
904,E01000922,0.16,0.103,9.155,22.659
905,E01000923,0.124,0.103,3.479,19.331
906,E01000924,0.099,0.065,2.267,19.106
907,E01000925,0.252,0.151,16.507,22.9
908,E01000926,0.149,0.076,4.334,20.118
909,E01000927,0.096,0.067,5.579,16.076
910,E01000928,0.148,0.108,5.663,18.688
911,E01000929,0.203,0.123,18.603,20.413
912,E01000930,0.249,0.118,17.051,25.149
913,E01000931,0.251,0.155,11.856,25.412
914,E01000932,0.164,0.098,10.65,17.943
915,E01000933,0.159,0.104,9.524,18.064
916,E01000934,0.269,0.185,7.421,27.939
917,E01000935,0.277,0.165,14.031,31.828
918,E01000936,0.147,0.081,19.968,23.787
919,E01000937,0.065,0.038,10.839,27.399
920,E01000938,0.18,0.125,16.227,25.309
921,E01000939,0.267,0.173,29.679,22.998
922,E01000940,0.144,0.077,8.647,24.916
923,E01000941,0.271,0.178,17.189,22.309
924,E01000942,0.061,0.033,12.857,22.271
925,E01000943,0.109,0.11,1.271,26.364
926,E01000944,0.18,0.1,28.876,22.871
927,E01000945,0.192,0.12,19.106,23.398
928,E01000946,0.128,0.066,9.364,21.21
929,E01000947,0.157,0.113,7.089,27.314
930,E01000948,0.153,0.116,8.217,25.334
931,E01000949,0.157,0.101,16.538,19.441
932,E01000950,0.296,0.179,37.491,23.919
933,E01000951,0.29,0.151,24.049,22.398
934,E01000952,0.23,0.156,22.022,23.684
935,E01000953,0.256,0.132,23.08,21.695
936,E01000954,0.27,0.175,37.11,21.731
937,E01000955,0.218,0.159,32.989,21.557
938,E01000956,0.227,0.144,26.225,23.543
939,E01000957,0.205,0.132,11.434,25.626
940,E01000958,0.196,0.108,16.08,22.273
941,E01000959,0.261,0.157,27.503,24.863
942,E01000960,0.116,0.064,12.67,27.917
943,E01000961,0.175,0.126,12.125,21.406
944,E01000962,0.037,0.029,2.886,21.046
945,E01000963,0.06,0.031,5.354,19.335
946,E01000964,0.165,0.093,9.427,28.017
947,E01000965,0.144,0.081,9.66,19.028
948,E01000966,0.037,0.024,3.354,23.658
949,E01000967,0.057,0.04,3.478,18.658
950,E01000968,0.101,0.065,8.663,15.885
951,E01000969,0.047,0.026,0.718,15.534
952,E01000970,0.054,0.038,2.441,18.811
953,E01000971,0.056,0.046,1.098,14.52
954,E01000972,0.208,0.147,7.493,30.992
955,E01000973,0.132,0.087,8.036,23.475
956,E01000974,0.183,0.121,14.046,26.82
957,E01000975,0.096,0.054,17.617,30.552
958,E01000976,0.149,0.09,11.754,32.485
959,E01000977,0.195,0.13,13.905,35.778
960,E01000978,0.086,0.069,6.279,44.699
961,E01000979,0.095,0.074,11.549,35.213
962,E01000980,0.192,0.122,11.74,24.048
963,E01000981,0.097,0.055,12.756,21.591
964,E01000982,0.138,0.077,14.896,24.998
965,E01000983,0.071,0.054,7.826,24.295
966,E01000984,0.194,0.12,14.814,33.901
967,E01000985,0.059,0.046,7.55,19.045
968,E01000986,0.083,0.063,3.365,27.071
969,E01000987,0.049,0.041,9.596,16.638
970,E01000989,0.079,0.058,14.994,27.773
971,E01000990,0.257,0.195,36.434,41.084
972,E01000991,0.05,0.04,8.372,29.935
973,E01000992,0.184,0.161,21.032,36.639
974,E01000993,0.069,0.048,10.827,23.497
975,E01000994,0.119,0.084,10.333,33.54
976,E01000995,0.117,0.074,10.405,34.427
977,E01000996,0.125,0.083,10.517,27.947
978,E01000997,0.158,0.092,15.374,29.497
979,E01000998,0.175,0.134,17.549,41.257
980,E01000999,0.128,0.09,15.873,26.139
981,E01001000,0.135,0.101,15.191,36.048
982,E01001001,0.248,0.142,17.488,42.079
983,E01001002,0.133,0.082,17.495,31.447
984,E01001003,0.174,0.095,15.73,37.736
985,E01001004,0.202,0.111,19.15,39.551
986,E01001005,0.129,0.076,15.876,35.524
987,E01001006,0.185,0.099,22.266,54.144
988,E01001007,0.144,0.065,14.397,37.361
989,E01001008,0.191,0.108,32.108,37.076
990,E01001009,0.153,0.09,12.461,37.412
991,E01001010,0.249,0.147,42.515,40.48
992,E01001011,0.185,0.121,20.189,42.8
993,E01001012,0.206,0.124,23.673,46.457
994,E01001013,0.28,0.172,31.737,45.213
995,E01001014,0.148,0.093,19.045,42.79
996,E01001015,0.173,0.102,20.311,44.38
997,E01001016,0.068,0.061,7.308,44.543
998,E01001017,0.036,0.031,3.663,39.662
999,E01001018,0.037,0.032,6.553,20.002
1000,E01001019,0.042,0.035,5.489,24.244
1001,E01001020,0.054,0.056,10.246,17.438
1002,E01001021,0.238,0.145,36.348,38.442
1003,E01001022,0.052,0.044,5.282,34.22
1004,E01001023,0.142,0.119,9.142,31.872
1005,E01001024,0.061,0.055,6.09,17.858
1006,E01001025,0.037,0.029,9.879,24.116
1007,E01001026,0.108,0.065,14.287,21.782
1008,E01001027,0.059,0.051,10.971,30.415
1009,E01001028,0.034,0.048,2.573,23.941
1010,E01001029,0.076,0.068,3.342,38.929
1011,E01001030,0.04,0.034,2.039,28.79
1012,E01001031,0.032,0.037,2.38,16.908
1013,E01001032,0.021,0.03,1.758,19.969
1014,E01001033,0.067,0.044,7.035,30.551
1015,E01001034,0.075,0.061,10.199,34.835
1016,E01001035,0.089,0.074,10.188,36.789
1017,E01001036,0.036,0.045,4.595,41.006
1018,E01001037,0.127,0.073,18.427,25.578
1019,E01001038,0.093,0.075,13.536,37.622
1020,E01001039,0.053,0.051,1.966,25.568
1021,E01001040,0.1,0.07,10.936,25.887
1022,E01001041,0.114,0.088,8.979,29.651
1023,E01001042,0.187,0.095,22.407,39.929
1024,E01001043,0.166,0.094,12.855,38.001
1025,E01001044,0.064,0.038,1.384,29.94
1026,E01001045,0.198,0.158,15.744,42.086
1027,E01001046,0.05,0.031,2.437,36.748
1028,E01001047,0.102,0.063,9.973,31.677
1029,E01001048,0.161,0.109,10.536,37.14
1030,E01001049,0.043,0.047,1.574,36.917
1031,E01001050,0.137,0.075,7.433,39.479
1032,E01001051,0.269,0.152,42.884,37.774
1033,E01001052,0.303,0.185,40.359,41.102
1034,E01001053,0.211,0.138,40.609,31.653
1035,E01001054,0.239,0.161,39.484,33.578
1036,E01001055,0.235,0.177,52.171,30.813
1037,E01001056,0.272,0.166,44.814,37.954
1038,E01001057,0.301,0.171,47.454,40.652
1039,E01001058,0.058,0.057,13.316,26.82
1040,E01001059,0.1,0.067,10.031,34.575
1041,E01001060,0.137,0.075,18.297,32.404
1042,E01001061,0.147,0.091,23.609,35.273
1043,E01001062,0.078,0.058,6.199,20.804
1044,E01001063,0.058,0.043,6.54,16.422
1045,E01001064,0.05,0.048,5.758,33.514
1046,E01001065,0.085,0.063,11.544,31.752
1047,E01001066,0.284,0.172,31.154,43.235
1048,E01001067,0.018,0.04,1.78,32.863
1049,E01001068,0.099,0.074,15.84,41.932
1050,E01001069,0.042,0.047,5.231,37.516
1051,E01001070,0.104,0.071,10.538,32.646
1052,E01001071,0.073,0.056,14.609,35.16
1053,E01001072,0.04,0.026,2.115,37.588
1054,E01001073,0.08,0.071,4.276,40.048
1055,E01001074,0.114,0.067,12.592,39.663
1056,E01001075,0.064,0.046,6.045,31.567
1057,E01001076,0.223,0.168,39.09,36.015
1058,E01001077,0.098,0.075,27.64,27.48
1059,E01001078,0.237,0.15,38.153,37.869
1060,E01001079,0.229,0.137,36.746,45.098
1061,E01001080,0.294,0.229,51.68,43.488
1062,E01001081,0.215,0.125,50.0,35.987
1063,E01001082,0.202,0.146,43.41,35.11
1064,E01001083,0.089,0.05,5.828,30.8
1065,E01001084,0.066,0.048,4.058,29.135
1066,E01001085,0.119,0.061,10.46,29.51
1067,E01001086,0.082,0.057,8.167,31.491
1068,E01001087,0.114,0.078,17.525,39.793
1069,E01001088,0.119,0.074,14.939,28.531
1070,E01001089,0.167,0.092,16.224,37.188
1071,E01001090,0.135,0.079,17.147,40.115
1072,E01001091,0.088,0.061,5.579,29.176
1073,E01001092,0.083,0.107,3.892,40.45
1074,E01001093,0.083,0.054,8.395,29.504
1075,E01001094,0.04,0.037,1.581,34.082
1076,E01001095,0.118,0.075,8.269,29.65
1077,E01001096,0.039,0.047,1.06,31.044
1078,E01001097,0.145,0.1,12.626,31.206
1079,E01001098,0.039,0.033,1.77,27.862
1080,E01001099,0.138,0.103,9.723,37.581
1081,E01001100,0.052,0.032,1.818,31.848
1082,E01001101,0.026,0.035,3.284,25.742
1083,E01001102,0.053,0.045,4.692,18.332
1084,E01001103,0.053,0.059,7.346,19.922
1085,E01001104,0.033,0.034,3.031,19.426
1086,E01001105,0.118,0.088,18.693,35.995
1087,E01001106,0.079,0.067,15.951,21.787
1088,E01001107,0.031,0.035,1.512,35.144
1089,E01001108,0.028,0.027,2.376,28.561
1090,E01001109,0.202,0.138,24.831,39.625
1091,E01001110,0.233,0.15,21.79,38.766
1092,E01001111,0.157,0.108,18.96,30.972
1093,E01001112,0.226,0.125,17.894,37.689
1094,E01001113,0.162,0.117,18.495,37.187
1095,E01001114,0.25,0.149,34.193,43.88
1096,E01001115,0.257,0.163,26.199,42.819
1097,E01001116,0.157,0.117,17.426,34.113
1098,E01001117,0.136,0.091,13.794,45.347
1099,E01001118,0.258,0.173,20.702,41.587
1100,E01001119,0.041,0.049,11.824,34.385
1101,E01001120,0.056,0.051,10.859,16.45
1102,E01001121,0.034,0.035,7.132,30.355
1103,E01001122,0.034,0.023,6.589,41.683
1104,E01001123,0.036,0.04,9.24,33.668
1105,E01001124,0.03,0.035,3.019,27.45
1106,E01001125,0.083,0.067,10.825,19.274
1107,E01001126,0.042,0.032,8.182,23.513
1108,E01001127,0.066,0.057,8.752,17.698
1109,E01001128,0.257,0.151,34.464,36.353
1110,E01001129,0.029,0.039,7.029,16.741
1111,E01001130,0.296,0.153,30.15,44.271
1112,E01001131,0.079,0.039,13.248,38.924
1113,E01001132,0.051,0.053,10.273,22.581
1114,E01001133,0.083,0.06,12.655,22.017
1115,E01001134,0.07,0.048,8.774,29.832
1116,E01001135,0.067,0.041,10.582,21.729
1117,E01001136,0.176,0.118,17.447,37.21
1118,E01001137,0.141,0.117,5.45,29.895
1119,E01001138,0.12,0.075,7.281,33.365
1120,E01001139,0.111,0.076,13.492,30.752
1121,E01001140,0.136,0.076,15.639,34.788
1122,E01001141,0.187,0.128,14.02,39.874
1123,E01001142,0.113,0.081,10.026,27.376
1124,E01001143,0.17,0.115,21.062,44.562
1125,E01001144,0.207,0.174,21.711,40.114
1126,E01001145,0.27,0.168,21.104,38.042
1127,E01001146,0.127,0.091,12.6,27.468
1128,E01001147,0.205,0.133,34.34,37.666
1129,E01001148,0.156,0.084,11.819,28.647
1130,E01001149,0.101,0.07,11.183,29.932
1131,E01001150,0.131,0.077,8.183,34.476
1132,E01001151,0.22,0.178,31.363,39.14
1133,E01001152,0.225,0.14,18.303,37.311
1134,E01001153,0.139,0.093,18.453,31.095
1135,E01001154,0.161,0.099,22.01,36.731
1136,E01001155,0.281,0.167,23.794,46.115
1137,E01001156,0.174,0.098,16.509,39.414
1138,E01001157,0.115,0.072,10.15,27.594
1139,E01001158,0.127,0.081,15.799,33.638
1140,E01001159,0.093,0.053,6.753,35.731
1141,E01001160,0.107,0.064,11.653,23.336
1142,E01001161,0.293,0.19,34.035,41.19
1143,E01001162,0.171,0.127,16.265,37.681
1144,E01001163,0.09,0.068,7.185,25.545
1145,E01001164,0.133,0.087,8.536,33.903
1146,E01001165,0.125,0.095,14.689,33.91
